anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year
9539,Cardfight!! Vanguard,Cardfight!! Vanguard,カードファイト!! ヴァンガード,,https://myanimelist.cdn-dena.com/images/anime/11/41625.jpg,TV,Original,65,Finished Airing,False,"Jan 8, 2011 to Mar 31, 2012","{'from': '2011-01-08', 'to': '2012-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.2,13016,2799.0,2077,30986,241,"Cardfight!! Vanguard, like many Bushiroad franchises, features crossover cameo appearances of characters from other Bushiroad series. Specifically, the four main characters of Tantei Opera Milky Holmes appear throughout the series. Likewise, the some characters from Cardfight!! Vanguard appear in an episode of Future Card Buddyfight.  The series also has a manga spin-off, a radio show, a novel and video games.",Winter 2011,Saturdays at 08:00 (JST),"{'Adaptation': [{'mal_id': 28759, 'type': 'manga', 'url': 'https://myanimelist.net/manga/28759/Cardfight_Vanguard', 'title': 'Cardfight!! Vanguard'}], 'Sequel': [{'mal_id': 13145, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13145/Cardfight_Vanguard__Asia_Circuit-hen', 'title': 'Cardfight!! Vanguard: Asia Circuit-hen'}], 'Other': [{'mal_id': 18391, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18391/Mini_Van', 'title': 'Mini Van'}, {'mal_id': 23991, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23991/Cardfight_Vanguard_Movie__Neon_Messiah', 'title': 'Cardfight!! Vanguard Movie: Neon Messiah'}, {'mal_id': 31410, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31410/Mini_Van_2nd_Season', 'title': 'Mini Van 2nd Season'}], 'Alternative version': [{'mal_id': 37476, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37476/Cardfight_Vanguard_2018', 'title': 'Cardfight!! Vanguard (2018)'}]}","Dentsu, Sotsu, Sakura Create, Bushiroad",,TMS Entertainment,"Action, Adventure, Demons, Game, Shounen","['#1: ""Vanguard"" by JAM Project (eps 1-33)', '#2: ""Believe in my existence"" by JAM project (eps 34-65)']","['#1: ""Diamond Star"" (ダイヤモンドスター☆) by Natsuko Asou (eps 1-15)', '#2: ""Smash Up!!"" by Hekiru Shiina (eps 16-25)', '#3: ""DREAM SHOOTER"" by Sea☆A (eps 26-38)', '#4: ""Starting Again"" by Sayaka Sasaki (eps 39-52)', '#5: ""Nakimushi TREASURES (泣き虫TREASURES)"" by Milky Holmes (eps 53-65)']",24.0,2011.0
35298,Ramen Daisuki Koizumi-san,Ms. Koizumi Loves Ramen Noodles,ラーメン大好き小泉さん,,https://myanimelist.cdn-dena.com/images/anime/5/89876.jpg,TV,Manga,12,Finished Airing,False,"Jan 4, 2018 to Mar 22, 2018","{'from': '2018-01-04', 'to': '2018-03-22'}",22 min. per ep.,PG-13 - Teens 13 or older,6.5,9524,5618.0,2047,31793,40,,Winter 2018,Thursdays at 20:00 (JST),"{'Adaptation': [{'mal_id': 82773, 'type': 'manga', 'url': 'https://myanimelist.net/manga/82773/Ramen_Daisuki_Koizumi-san', 'title': 'Ramen Daisuki Koizumi-san'}]}","Sotsu, KlockWorx, flying DOG, Grooove, Cygames, Crunchyroll SC Anime Fund",,"Studio Gokumi, AXsiZ","Slice of Life, Comedy","['""FEELING AROUND"" by Minori Suzuki']","['""LOVE MEN HOLIC"" by Shiena Nishizawa']",22.0,2018.0
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,,いぬかみっ! THE MOVIE 特命霊的捜査官・仮名史郎っ!,,https://myanimelist.cdn-dena.com/images/anime/1/2268.jpg,Movie,Light novel,1,Finished Airing,False,"Apr 21, 2007","{'from': '2007-04-21', 'to': '2007-04-21'}",26 min.,PG-13 - Teens 13 or older,7.14,7279,3040.0,3171,14193,10,,,,"{'Adaptation': [{'mal_id': 22504, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22504/Inukami', 'title': 'Inukami!'}], 'Parent story': [{'mal_id': 940, 'type': 'anime', 'url': 'https://myanimelist.net/anime/940/Inukami', 'title': 'Inukami!'}]}",ASCII Media Works,,Seven Arcs,"Comedy, Supernatural, Magic, Romance, Ecchi",[],[],26.0,2007.0
12531,Sakamichi no Apollon,Kids on the Slope,坂道のアポロン,"Sakamichi no Aporon, Apollo on the Slope",https://myanimelist.cdn-dena.com/images/anime/12/79781.jpg,TV,Manga,12,Finished Airing,False,"Apr 13, 2012 to Jun 29, 2012","{'from': '2012-04-13', 'to': '2012-06-29'}",22 min. per ep.,PG-13 - Teens 13 or older,8.44,93986,145.0,390,192993,4600,"Pre-airing event on April 7, 2012. The anime officially aired on April 13, 2012. The final episode received an early screening at a special event held at Odaiba Cinema Mediage on June 24, 2012. The regular TV broadcast was held on June 29, 2012.",Spring 2012,Fridays at 00:45 (JST),"{'Adaptation': [{'mal_id': 28393, 'type': 'manga', 'url': 'https://myanimelist.net/manga/28393/Sakamichi_no_Apollon', 'title': 'Sakamichi no Apollon'}]}","Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment",Sentai Filmworks,"Tezuka Productions, MAPPA","Drama, Josei, Music, Romance, School","['""Sakamichi no Melody (坂道のメロディ)"" by YUKI']","['""Altair (アルタイル)"" by Motohiro Hata meets Sakamichi no Apollon']",22.0,2012.0
1810,Kyoushirou to Towa no Sora,Shattered Angels,京四郎と永遠（とわ）の空,"Kyoshiro to Towa no Sora, Kyoshiro and the Eternal Sky",https://myanimelist.cdn-dena.com/images/anime/7/20958.jpg,TV,Manga,12,Finished Airing,False,"Jan 5, 2007 to Mar 23, 2007","{'from': '2007-01-05', 'to': '2007-03-23'}",24 min. per ep.,PG-13 - Teens 13 or older,6.61,11084,5160.0,2015,32479,100,,Winter 2007,Unknown,"{'Adaptation': [{'mal_id': 3238, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3238/Kyoushirou_to_Towa_no_Sora', 'title': 'Kyoushirou to Towa no Sora'}], 'Other': [{'mal_id': 143, 'type': 'anime', 'url': 'https://myanimelist.net/anime/143/Kannazuki_no_Miko', 'title': 'Kannazuki no Miko'}], 'Side story': [{'mal_id': 2911, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2911/Kyoushirou_to_Towa_no_Sora_Specials', 'title': 'Kyoushirou to Towa no Sora Specials'}]}","Geneon Universal Entertainment, AT-X, KlockWorx, Studio Mausu, Toshiba Entertainment","ADV Films, Funimation",TNK,"Drama, Magic, Romance, Shounen","['""Cross＊Heart"" by CooRie']","['""Madoromi no Rakuen"" by Ceui']",24.0,2007.0
287,Grappler Baki (TV),,グラップラー刃牙,Baki the Grappler,https://myanimelist.cdn-dena.com/images/anime/3/7604.jpg,TV,Manga,24,Finished Airing,False,"Jan 9, 2001 to Jun 26, 2001","{'from': '2001-01-09', 'to': '2001-06-26'}",25 min. per ep.,PG-13 - Teens 13 or older,7.42,15617,1932.0,2053,31581,250,,Winter 2001,Unknown,"{'Adaptation': [{'mal_id': 11425, 'type': 'manga', 'url': 'https://myanimelist.net/manga/11425/Grappler_Baki', 'title': 'Grappler Baki'}], 'Sequel': [{'mal_id': 551, 'type': 'anime', 'url': 'https://myanimelist.net/anime/551/Grappler_Baki__Saidai_Tournament-hen', 'title': 'Grappler Baki: Saidai Tournament-hen'}, {'mal_id': 33566, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33566/Baki__Most_Evil_Death_Row_Convicts_Special_Anime', 'title': 'Baki: Most Evil Death Row Convicts Special Anime'}], 'Alternative version': [{'mal_id': 1859, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1859/Grappler_Baki', 'title': 'Grappler Baki'}]}",Free-Will,Funimation,Group TAC,"Action, Sports, Martial Arts, Shounen","['""Ai Believe"" by Project Baki', '""Child Prey"" by Dir En Grey']","['""Reborn"" by Project Baki']",25.0,2001.0
4725,Ga-Rei: Zero,Ga-Rei-Zero,喰霊–零–,Garei: Zero,https://myanimelist.cdn-dena.com/images/anime/9/11355.jpg,TV,Manga,12,Finished Airing,False,"Oct 6, 2008 to Dec 22, 2008","{'from': '2008-10-06', 'to': '2008-12-22'}",23 min. per ep.,R - 17+ (violence & profanity),7.72,74149,1058.0,470,171670,1964,Ga-Rei: Zero is a prequel to the Ga-Rei manga series.,Fall 2008,Mondays at 00:00 (JST),"{'Adaptation': [{'mal_id': 1102, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1102/Ga-Rei', 'title': 'Ga-Rei'}], 'Character': [{'mal_id': 21353, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21353/Tokyo_ESP', 'title': 'Tokyo ESP'}]}","Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx",Funimation,"AIC Spirits, Asread","Action, Super Power, Supernatural, Thriller","['""Paradise Lost"" by Minori Chihara (eps 4-11)']","['#1: ""Yume no Ashioto ga Kikoeru (夢の足音が聞こえる)"" by Kaoru Mizuhara (eps 2, 4-11)', '#2: ""Paradise Lost"" by Minori Chihara (eps 3, 12)']",23.0,2008.0
10572,Ro-Kyu-Bu!,Ro-Kyu-Bu ~ Fast Break!,ロウきゅーぶ!,"Rou-Kyuu-Bu!, Rou-Kyu-Bu!, Ro-Kyu-Bu: Fast Break",https://myanimelist.cdn-dena.com/images/anime/11/32643.jpg,TV,Light novel,12,Finished Airing,False,"Jul 1, 2011 to Sep 23, 2011","{'from': '2011-07-01', 'to': '2011-09-23'}",24 min. per ep.,PG-13 - Teens 13 or older,6.98,25460,3651.0,1385,57684,184,,Summer 2011,Unknown,"{'Adaptation': [{'mal_id': 24600, 'type': 'manga', 'url': 'https://myanimelist.net/manga/24600/Ro-Kyu-Bu', 'title': 'Ro-Kyu-Bu!'}], 'Sequel': [{'mal_id': 15807, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15807/Ro-Kyu-Bu__Tomoka_no_Ichigo_Sundae', 'title': 'Ro-Kyu-Bu!: Tomoka no Ichigo Sundae'}]}","AT-X, Magic Capsule, Warner Bros., ASCII Media Works",Sentai Filmworks,"Barnum Studio, Project No.9, Studio Blanc","Ecchi, Sports, Comedy, School","['""SHOOT!"" by RO-KYU-BU! (Kana Hanazawa, Rina Hidaka, Yoko Hikasa, Yuka Iguchi, Yui Ogura)']","['""Party Love ~ Okkiku Naritai~ (Party Love～おっきくなりたい～)"" by RO-KYU-BU! (Kana Hanazawa, Rina Hidaka, Yoko Hikasa, Yuka Iguchi, Yui Ogura)']",24.0,2011.0
2123,Digimon X-Evolution,,デジタルモンスター ゼヴォリューション,"Digital Monster X-evolution, Digimon X, Digital Monster X-Evolution: 13 Royal Knights",https://myanimelist.cdn-dena.com/images/anime/6/30284.jpg,Movie,Original,1,Finished Airing,False,"Jan 3, 2005","{'from': '2005-01-03', 'to': '2005-01-03'}",1 hr. 20 min.,PG - Children,7.25,7888,2603.0,3116,14589,33,,,,"{'Spin-off': [{'mal_id': 552, 'type': 'anime', 'url': 'https://myanimelist.net/anime/552/Digimon_Adventure', 'title': 'Digimon Adventure'}]}",Bandai,,Toei Animation,"Action, Adventure, Fantasy, Sci-Fi",[],"['""Mirai he Ikiru"" by Takehiko Gokita']",80.0,2005.0
7651,Ningen Shikkaku: Director&#039;s Cut-ban,,人間失格 ディレクターズカット版,"Aoi Bungaku Movie, No Longer Human Movie Recap",https://myanimelist.cdn-dena.com/images/anime/6/24794.jpg,Movie,Novel,1,Finished Airing,False,"Dec 12, 2009","{'from': '2009-12-12', 'to': '2009-12-12'}",1 hr. 29 min.,R - 17+ (violence & profanity),7.58,919,1412.0,4758,5351,28,,,,"{'Full story': [{'mal_id': 7193, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7193/Aoi_Bungaku_Series', 'title': 'Aoi Bungaku Series'}]}",,,Madhouse,"Drama, Historical, Psychological, Seinen",[],[],89.0,2009.0
34839,Sanrio Danshi,Sanrio Boys,サンリオ男子,,https://myanimelist.cdn-dena.com/images/anime/13/89890.jpg,TV,Original,12,Finished Airing,False,"Jan 6, 2018 to Mar 24, 2018","{'from': '2018-01-06', 'to': '2018-03-24'}",24 min. per ep.,PG-13 - Teens 13 or older,6.68,5338,4858.0,2553,21740,75,,Winter 2018,Saturdays at 22:00 (JST),"{'Adaptation': [{'mal_id': 100026, 'type': 'manga', 'url': 'https://myanimelist.net/manga/100026/Sanrio_Danshi', 'title': 'Sanrio Danshi'}]}","Pony Canyon, Sanrio, Pierrot Plus",,Studio Pierrot,"Slice of Life, School","['""Seishun Interlude (青春インターリュード)"" by Sanrio Danshi [Kouta Hasegawa (Takuya Eguchi), Yuu Mizuno (Soma Saito), Shunsuke Hoshino (Jun Ootsuka), Ryou Nishimiya (Hiroyuki Kagura), Seiichirou Minamoto (Yuuma Uchida)]']","['#1: ""Now on dream!"" by Sanrio Danshi [Kouta Hasegawa (Takuya Eguchi), Yuu Mizuno (Soma Saito), Shunsuke Hoshino (Jun Ootsuka), Ryou Nishimiya (Hiroyuki Kagura), Seiichirou Minamoto (Yuuma Uchida)] (eps 1-11)', '#2: ""Kokoro ni Hanatabao (心に花束を)"" by Sanrio Danshi [Kouta Hasegawa (Takuya Eguchi), Yuu Mizuno (Soma Saito), Shunsuke Hoshino (Jun Ootsuka), Ryou Nishimiya (Hiroyuki Kagura), Seiichirou Minamoto (Yuuma Uchida)] (ep 12)']",24.0,2018.0
32023,Bubuki Buranki,BBK/BRNK,ブブキ・ブランキ,,https://myanimelist.cdn-dena.com/images/anime/7/79758.jpg,TV,Original,12,Finished Airing,False,"Jan 9, 2016 to Mar 26, 2016","{'from': '2016-01-09', 'to': '2016-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,6.4,19194,5984.0,1406,56470,92,,Winter 2016,Saturdays at 22:00 (JST),"{'Sequel': [{'mal_id': 33041, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33041/Bubuki_Buranki__Hoshi_no_Kyojin', 'title': 'Bubuki Buranki: Hoshi no Kyojin'}]}","Dentsu, AT-X, Ultra Super Pictures, Sony Music Communications, Bushiroad, Sammy, Kadokawa Media (Taiwan), Tose",,SANZIGEN,"Action, Sci-Fi, Drama, Mecha","['""Beat your Heart"" by Konomi Suzuki (eps 2-10)']","['#1: ""Beat your Heart"" by Konomi Suzuki (ep 1)', '#2: ""ANGER/ANGER"" by MYTH & ROID (eps 2-12)']",24.0,2016.0
36775,Wo Shi Jiang Xiaobai,I&#039;m Joybo,我是江小白,Wo Shi Jiang Xiao Bai,https://myanimelist.cdn-dena.com/images/anime/10/88926.jpg,ONA,Original,12,Finished Airing,False,"Nov 9, 2017 to Jan 24, 2018","{'from': '2017-11-09', 'to': '2018-01-24'}",20 min. per ep.,PG-13 - Teens 13 or older,7.26,361,2595.0,6297,2606,4,,,,[],,,2:10 Animation,"Slice of Life, Drama, Romance","['""Bu Xiang Bing (不想病)"" by Er Hou Sheng']","['""Yunyan Cheng Yu (云烟成雨)"" by Fangdong de Mao']",20.0,2017.0
837,Kyou no 5 no 2,Today in Class 5-2,今日の５の２,"Kyo no Gononi, Kyou no Go no Ni",https://myanimelist.cdn-dena.com/images/anime/6/42631.jpg,OVA,Manga,4,Finished Airing,False,"Mar 24, 2006 to Mar 21, 2007","{'from': '2006-03-24', 'to': '2007-03-21'}",29 min. per ep.,PG-13 - Teens 13 or older,7.29,12399,2462.0,2391,24405,38,,,,"{'Adaptation': [{'mal_id': 1722, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1722/Kyou_no_5_no_2', 'title': 'Kyou no 5 no 2'}], 'Side story': [{'mal_id': 4078, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4078/Kyou_no_5_no_2_Kagai_Jugyou__Mizukake', 'title': 'Kyou no 5 no 2 Kagai Jugyou: Mizukake'}], 'Alternative version': [{'mal_id': 4903, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4903/Kyou_no_5_no_2_TV', 'title': 'Kyou no 5 no 2 (TV)'}]}",,,Shinkuukan,"Comedy, Ecchi, School, Seinen","['""Baby Love"" by Mai Kadowaki, Mamiko Noto & Mikako Takahashi']","['#1: ""Yakusoku"" by by Mai Kadowaki, Mamiko Noto & Mikako Takahashi', '#2: ""Sakurairo Kaze"" by Mai Kadowaki, Mamiko Noto & Mikako Takahashi']",29.0,2006.0
34016,Hatsukoi Monster OVA,,初恋モンスター,,https://myanimelist.cdn-dena.com/images/anime/2/81905.jpg,OVA,Manga,1,Finished Airing,False,"Feb 7, 2017","{'from': '2017-02-07', 'to': '2017-02-07'}",23 min.,PG-13 - Teens 13 or older,6.48,424,5680.0,4948,4809,10,,,,"{'Adaptation': [{'mal_id': 65121, 'type': 'manga', 'url': 'https://myanimelist.net/manga/65121/Hatsukoi_Monster', 'title': 'Hatsukoi Monster'}], 'Other': [{'mal_id': 31109, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31109/Hatsukoi_Monster', 'title': 'Hatsukoi Monster'}]}",,,Studio Deen,"Comedy, Romance, School, Shoujo",[],[],23.0,2017.0
30015,ReLIFE,ReLIFE,ReLIFE,Re LIFE,https://myanimelist.cdn-dena.com/images/anime/3/82149.jpg,TV,Web manga,13,Finished Airing,False,"Jul 2, 2016 to Sep 24, 2016","{'from': '2016-07-02', 'to': '2016-09-24'}",23 min. per ep.,PG-13 - Teens 13 or older,8.14,218273,387.0,126,394218,4089,,Summer 2016,Saturdays at 00:00 (JST),"{'Adaptation': [{'mal_id': 78523, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78523/ReLIFE', 'title': 'ReLIFE'}], 'Sequel': [{'mal_id': 35466, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen', 'title': 'ReLIFE: Kanketsu-hen'}]}","Aniplex, Half H.P Studio, comico, Hakuhodo DY Media Partners, Lawson, C &amp; I entertainment","Funimation, Crunchyroll",TMS Entertainment,"Slice of Life, Romance, School","['""Button"" by PENGUIN RESEARCH']","['#01: ""Iijuu★Rider (イ―ジュ－★ライダー)"" by Tamio Okuda (ep 1)', '#02: ""HOT LIMIT"" by T.M.Revolution (ep 2)', '#03: ""Timing (タイミング)"" by BLACK BISCUITS (ep 3)', '#04: ""HONEY"" by L&#039;Arc~en~Ciel (ep 4)', '#05: ""Kore ga Watashi no Ikiru Michi (これが私の生きる道)"" by PUFFY (ep 5)', '#06: ""Sunny Day Sunday"" by Sentimental Bus (ep 6)', '#07: ""Saudade (サウダージ)"" by Porno Graffitti (ep 7)', '#08: ""Yuki no Hana (雪の華)"" by Mika Nakashima (ep 8)', '#09: ""There will be love there -Ai no Aru Basho- (There will be love there -愛のある場所-)"" by The Brilliant Green (ep 9)', '#10: ""Asu e no Tobira (明日への扉)"" by I WiSH (ep 10)', '#11: ""PIECES OF A DREAM"" by CHEMISTRY (ep 11)', '#12: ""Natsumatsuri (夏祭り)"" by Whiteberry (ep 12)', '#13: ""Button (ボタン)"" by PENGUIN RESEARCH (ep 13)']",23.0,2016.0
35997,Märchen Mädchen,Maerchen Maedchen,メルヘン・メドヘン,Fairy Tale Girls,https://myanimelist.cdn-dena.com/images/anime/8/90088.jpg,TV,Light novel,10,Finished Airing,False,"Jan 11, 2018 to Mar 29, 2018","{'from': '2018-01-11', 'to': '2018-03-29'}",23 min. per ep.,PG-13 - Teens 13 or older,5.49,6561,8385.0,2349,25216,24,,Winter 2018,Thursdays at 21:00 (JST),"{'Adaptation': [{'mal_id': 102972, 'type': 'manga', 'url': 'https://myanimelist.net/manga/102972/Märchen_Mädchen', 'title': 'Märchen Mädchen'}]}","Lantis, AT-X, NBCUniversal Entertainment Japan, Medicos Entertainment, Shueisha, Kanon Sound, DMM.com, NichiNare",,Hoods Entertainment,"Magic, Fantasy, School","['""Watashi no Tame no Monogatari ~My Uncompleted Story~ (わたしのための物語 ～My Uncompleted Story～)"" by fhána']","['""sleepland"" by Reina Ueda']",23.0,2018.0
3503,Kanokon,Kanokon: The Girl Who Cried Fox,かのこん,,https://myanimelist.cdn-dena.com/images/anime/11/9490.jpg,TV,Light novel,12,Finished Airing,False,"Apr 5, 2008 to Jun 21, 2008","{'from': '2008-04-05', 'to': '2008-06-21'}",24 min. per ep.,R+ - Mild Nudity,6.65,78225,4972.0,521,154590,544,Kanokon adapts the first 6 novels of Katsumi Nishino&#039;s light novel series of the same title.,Spring 2008,Unknown,"{'Adaptation': [{'mal_id': 1687, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1687/Kanokon', 'title': 'Kanokon'}], 'Side story': [{'mal_id': 4760, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4760/Kanokon_Specials', 'title': 'Kanokon Specials'}], 'Sequel': [{'mal_id': 6791, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6791/Kanokon__Manatsu_no_Dai_Shanikusai', 'title': 'Kanokon: Manatsu no Dai Shanikusai'}]}","Media Factory, Movic, AT-X",Media Blasters,Xebec,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural","['""PHOSPHOR"" by Ui Miyazaki']","['""Koi no Honoo (恋の炎)"" by Yui Sakakibara']",24.0,2008.0
3089,The Sky Crawlers,The Sky Crawlers,スカイ・クロラ,,https://myanimelist.cdn-dena.com/images/anime/8/8212.jpg,Movie,Novel,1,Finished Airing,False,"Aug 2, 2008","{'from': '2008-08-02', 'to': '2008-08-02'}",2 hr. 2 min.,PG-13 - Teens 13 or older,7.36,18746,2212.0,1814,38712,227,,,,"{'Adaptation': [{'mal_id': 7290, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7290/Sky_Crawlers_Series', 'title': 'Sky Crawlers Series'}]}",Hiroshima Television,,Production I.G,"Drama, Military",[],"['""Konya mo Hoshi ni Dakarete..."" by Ayaka']",122.0,2008.0
2978,Shin Getter Robo,New Getter Robo,新ゲッターロボ,Shin Getter Robo (2004),https://myanimelist.cdn-dena.com/images/anime/9/56841.jpg,OVA,Original,13,Finished Airing,False,"Apr 9, 2004 to Sep 10, 2004","{'from': '2004-04-09', 'to': '2004-09-10'}",24 min. per ep.,R - 17+ (violence & profanity),7.43,2430,1906.0,4602,5782,55,,,,"{'Alternative version': [{'mal_id': 3579, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3579/Getter_Robo', 'title': 'Getter Robo'}]}","Bee Media, Dynamic Planning",Geneon Entertainment USA,Brain&#039;s Base,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen","['""DRAGON"" by JAM Project']","['""NO SERENITY"" by JAM Project']",24.0,2004.0
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,ウエルベールの物語 Sisters of Wellber　哀しみの戦士ガラハドの挽歌,,https://myanimelist.cdn-dena.com/images/anime/3/25947.jpg,OVA,Original,1,Finished Airing,False,"Nov 11, 2007","{'from': '2007-11-11', 'to': '2007-11-11'}",1 hr. 22 min.,R - 17+ (violence & profanity),5.77,165,7873.0,9131,627,1,,,,"{'Full story': [{'mal_id': 2032, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2032/Wellber_no_Monogatari__Sisters_of_Wellber', 'title': 'Wellber no Monogatari: Sisters of Wellber'}]}",,,Production I.G,"Action, Adventure, Comedy, Fantasy",[],[],82.0,2007.0
1193,Happy Seven: The TV Manga,,はっぴぃセブン ～ざ・テレビまんが～,Happy 7,https://myanimelist.cdn-dena.com/images/anime/12/5509.jpg,TV,Light novel,13,Finished Airing,False,"Oct 2, 2005 to Dec 25, 2005","{'from': '2005-10-02', 'to': '2005-12-25'}",24 min. per ep.,PG - Children,6.42,1154,5916.0,5415,3807,7,,Fall 2005,Unknown,"{'Adaptation': [{'mal_id': 96460, 'type': 'manga', 'url': 'https://myanimelist.net/manga/96460/Gakuen_Happy_Seven', 'title': 'Gakuen Happy Seven'}], 'Side story': [{'mal_id': 35297, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35297/Happy_Seven__The_TV_Manga_-_Chibi_Chara_Moshimo_Gekijou', 'title': 'Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou'}]}","Trinet Entertainment, Three Fat Samurai",,Studio Hibari,"Comedy, Magic, Fantasy, School","['""Akiramenaide"" by Little Non (eps 1-13)']","['#1: ""funny girl"" by YUKA (eps 1-8, 10-12)', '#2: ""Tomaranai Ame (止まらない雨)"" by Little Non (ep 9)', '#3: ""Akiramenaide (あきらめないで)"" by Little Non (ep 13)']",24.0,2005.0
48,.hack//Sign,.hack//Sign,.hack//SIGN,,https://myanimelist.cdn-dena.com/images/anime/8/15142.jpg,TV,Original,26,Finished Airing,False,"Apr 4, 2002 to Sep 26, 2002","{'from': '2002-04-04', 'to': '2002-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.09,61485,3221.0,650,129334,1189,,Spring 2002,Thursdays at Unknown,"{'Sequel': [{'mal_id': 298, 'type': 'anime', 'url': 'https://myanimelist.net/anime/298/hack__Tasogare_no_Udewa_Densetsu', 'title': '.hack//Tasogare no Udewa Densetsu'}, {'mal_id': 873, 'type': 'anime', 'url': 'https://myanimelist.net/anime/873/hack__Roots', 'title': '.hack//Roots'}, {'mal_id': 1143, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1143/hack__Intermezzo', 'title': '.hack//Intermezzo'}, {'mal_id': 1487, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1487/hack__Unison', 'title': '.hack//Unison'}], 'Alternative setting': [{'mal_id': 299, 'type': 'anime', 'url': 'https://myanimelist.net/anime/299/hack__Liminality', 'title': '.hack//Liminality'}], 'Side story': [{'mal_id': 454, 'type': 'anime', 'url': 'https://myanimelist.net/anime/454/hack__Gift', 'title': '.hack//Gift'}], 'Other': [{'mal_id': 9332, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9332/hack__Quantum', 'title': '.hack//Quantum'}, {'mal_id': 11375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni', 'title': '.hack//The Movie: Sekai no Mukou ni'}]}","Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2","Funimation, Bandai Entertainment",Bee Train,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy","['""Obsession"" by See-Saw']","['""Yasashii Yoake (優しい夜明け)"" by See-Saw']",24.0,2002.0
3270,IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,IGPX -Immortal Grand Prix-,,https://myanimelist.cdn-dena.com/images/anime/9/5176.jpg,TV,Original,13,Finished Airing,False,"Oct 6, 2005 to Mar 30, 2006","{'from': '2005-10-06', 'to': '2006-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,7.19,6139,2847.0,3250,13461,70,,Fall 2005,Unknown,"{'Alternative version': [{'mal_id': 1409, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1409/IGPX__Immortal_Grand_Prix', 'title': 'IGPX: Immortal Grand Prix'}], 'Sequel': [{'mal_id': 1410, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season', 'title': 'IGPX: Immortal Grand Prix (2005) 2nd Season'}]}",,"Bandai Entertainment, Discotek Media",Production I.G,"Drama, Mecha, Sci-Fi, Shounen, Sports","['""Go For It!"" by GRANRODEO']","['""Believe yourself"" by exige']",23.0,2005.0
